"","ED_DISCHARGE_DX_DESC","CODE_1","CODE_P","ED_NOT_NEEDED_PROP","PREVENTABILITY","n"
"21647","Open bite, right foot, initial encounter","S91.351A","S91",0,0,25
"21648","Open bite, right foot, sequela","S91.351S","S91",0,0,1
"21649","Open bite, right hip, initial encounter","S71.051A","S71",0,0,6
"21650","Open bite, right hip, subsequent encounter","S71.051D","S71",1,0,1
"21651","Open bite, right knee, initial encounter","S81.051A","S81",0,0,7
"21652","Open bite, right lower leg, initial encounter","S81.851A","S81",0,0,124
"21653","Open bite, right lower leg, sequela","S81.851S","S81",0,0,2
"21654","Open bite, right lower leg, subsequent encounter","S81.851D","S81",1,0,14
"21655","Open bite, right thigh, initial encounter","S71.151A","S71",0,0,71
"21656","Open bite, right thigh, subsequent encounter","S71.151D","S71",1,0,1
"21657","Open bite, unspecified hip, sequela","S71.059S","S71",0,0,1
"21658","Open bite, unspecified knee, initial encounter","S81.059A","S81",0,0,1
"21659","Open bite, unspecified lower leg, initial encounter","S81.859A","S81",0,0,11
"21660","Open bite, unspecified thigh, initial encounter","S71.159A","S71",0,0,1
"21661","Open Colles' fracture","813.51","813",0,0,9
"21662","Open dislocation interphalangeal (joint), hand","834.12","834",0,0,3
"21663","Open dislocation of ankle","837.1","837",0,0,11
"21664","Open dislocation of elbow, unspecified","832.10","832",0,0,3
"21665","Open dislocation of finger, unspecified part","834.10","834",0,0,3
"21666","Open dislocation of foot, unspecified","838.10","838",0,0,1
"21667","Open dislocation of shoulder, unspecified","831.10","831",0,0,2
"21668","Open dislocation of tarsal (bone), joint unspecified","838.11","838",0,0,4
"21669","Open dislocation of wrist, unspecified part","833.10","833",0,0,1
"21670","Open fracture of acetabulum","808.1","808",0,0,1
"21671","Open fracture of acromial end of clavicle","810.13","810",0,0,5
"21672","Open fracture of anatomical neck of humerus","812.12","812",0,0,4
"21673","Open fracture of astragalus","825.31","825",0,0,15
"21674","Open fracture of base of neck of femur","820.13","820",0,0,1
"21675","Open fracture of base of other metacarpal bone(s)","815.12","815",0,0,4
"21676","Open fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration","801.66","801",0,0,1
"21677","Open fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration","801.96","801",0,0,1
"21678","Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness","801.70","801",0,0,1
"21679","Open fracture of base of skull without mention of intracranial injury, unspecified state of consciousness","801.50","801",0,0,2
"21680","Open fracture of base of skull without mention of intracranial injury, with no loss of consciousness","801.51","801",0,0,4
"21681","Open fracture of base of thumb [first] metacarpal","815.11","815",0,0,3
"21682","Open fracture of C1-C4 level with central cord syndrome","806.13","806",0,0,3
"21683","Open fracture of C1-C4 level with complete lesion of cord","806.11","806",0,0,1
"21684","Open fracture of C1-C4 level with unspecified spinal cord injury","806.10","806",0,0,11
"21685","Open fracture of C5-C7 level with other specified spinal cord injury","806.19","806",0,0,7
"21686","Open fracture of carpal bone, unspecified","814.10","814",0,0,6
"21687","Open fracture of cervical vertebra, unspecified level","805.10","805",0,0,1
"21688","Open fracture of clavicle, unspecified part","810.10","810",0,0,3
"21689","Open fracture of condyle, femoral","821.31","821",0,0,1
"21690","Open fracture of coronoid process of ulna","813.12","813",0,0,1
"21691","Open fracture of distal end of ulna (alone)","813.53","813",0,0,1
"21692","Open fracture of distal phalanx or phalanges of hand","816.12","816",0,0,268
"21693","Open fracture of dorsal [thoracic] vertebra without mention of spinal cord injury","805.3","805",0,0,14
"21694","Open fracture of first cervical vertebra","805.11","805",0,0,1
"21695","Open fracture of head of radius","813.15","813",0,0,5
"21696","Open fracture of ilium","808.51","808",0,0,3
"21697","Open fracture of intracapsular section of neck of femur, unspecified","820.10","820",0,0,1
"21698","Open fracture of larynx and trachea","807.6","807",0,0,2
"21699","Open fracture of lateral condyle of humerus","812.52","812",0,0,3
"21700","Open fracture of lower end of femur, unspecified part","821.30","821",0,0,10
"21701","Open fracture of lower end of forearm, unspecified","813.50","813",0,0,1
"21702","Open fracture of lower end of radius with ulna","813.54","813",0,0,15
"21703","Open fracture of lumbar vertebra without mention of spinal cord injury","805.5","805",0,0,13
"21704","Open fracture of malar and maxillary bones","802.5","802",0,0,21
"21705","Open fracture of mandible, alveolar border of body","802.37","802",0,0,2
"21706","Open fracture of mandible, angle of jaw","802.35","802",0,0,15
"21707","Open fracture of mandible, body, other and unspecified","802.38","802",0,0,5
"21708","Open fracture of mandible, condylar process","802.31","802",0,0,2
"21709","Open fracture of mandible, multiple sites","802.39","802",0,0,3
"21710","Open fracture of mandible, ramus, unspecified","802.34","802",0,0,5
"21711","Open fracture of mandible, subcondylar","802.32","802",0,0,2
"21712","Open fracture of mandible, symphysis of body","802.36","802",0,0,13
"21713","Open fracture of mandible, unspecified site","802.30","802",0,0,23
"21714","Open fracture of medial condyle of humerus","812.53","812",0,0,6
"21715","Open fracture of metacarpal bone(s), site unspecified","815.10","815",0,0,14
"21716","Open fracture of metatarsal bone(s)","825.35","825",0,0,17
"21717","Open fracture of midcervical section of neck of femur","820.12","820",0,0,1
"21718","Open fracture of middle or proximal phalanx or phalanges of hand","816.11","816",0,0,101
"21719","Open fracture of multiple cervical vertebrae","805.18","805",0,0,2
"21720","Open fracture of multiple sites of metacarpus","815.19","815",0,0,4
"21721","Open fracture of multiple sites of phalanx or phalanges of hand","816.13","816",0,0,1
"21722","Open fracture of nasal bones","802.1","802",0,0,28
"21723","Open fracture of navicular [scaphoid] bone of wrist","814.11","814",0,0,2
"21724","Open fracture of navicular [scaphoid], foot","825.32","825",0,0,4
"21725","Open fracture of neck of metacarpal bone(s)","815.14","815",0,0,4
"21726","Open fracture of neck of radius","813.16","813",0,0,1
"21727","Open fracture of olecranon process of ulna","813.11","813",0,0,13
"21728","Open fracture of one or more phalanges of foot","826.1","826",0,0,105
"21729","Open fracture of one rib","807.11","807",0,0,1
"21730","Open fracture of orbital floor (blow-out)","802.7","802",0,0,19
"21731","Open fracture of other facial bones","802.9","802",0,0,7
"21732","Open fracture of patella","822.1","822",0,0,9
"21733","Open fracture of phalanx or phalanges of hand, unspecified","816.10","816",0,0,86
"21734","Open fracture of radius with ulna, upper end (any part)","813.18","813",0,0,2
"21735","Open fracture of rib(s), unspecified","807.10","807",0,0,4
"21736","Open fracture of sacrum and coccyx without mention of spinal cord injury","805.7","805",0,0,1
"21737","Open fracture of second cervical vertebra","805.12","805",0,0,1
"21738","Open fracture of shaft of femur","821.11","821",0,0,20
"21739","Open fracture of shaft of fibula alone","823.31","823",0,0,3
"21740","Open fracture of shaft of fibula with tibia","823.32","823",0,0,32
"21741","Open fracture of shaft of humerus","812.31","812",0,0,19
"21742","Open fracture of shaft of metacarpal bone(s)","815.13","815",0,0,6
"21743","Open fracture of shaft of radius (alone)","813.31","813",0,0,9
"21744","Open fracture of shaft of radius with ulna","813.33","813",0,0,13
"21745","Open fracture of shaft of tibia alone","823.30","823",0,0,30
"21746","Open fracture of shaft of ulna (alone)","813.32","813",0,0,11
"21747","Open fracture of sixth cervical vertebra","805.16","805",0,0,8
"21748","Open fracture of sternal end of clavicle","810.11","810",0,0,3
"21749","Open fracture of surgical neck of humerus","812.11","812",0,0,1
"21750","Open fracture of T1-T6 level with complete lesion of cord","806.31","806",0,0,3
"21751","Open fracture of T7-T12 level with complete lesion of cord","806.36","806",0,0,1
"21752","Open fracture of T7-T12 level with unspecified spinal cord injury","806.35","806",0,0,1
"21753","Open fracture of unspecified bone(s) of foot [except toes]","825.30","825",0,0,9
"21754","Open fracture of unspecified condyle(s) of humerus","812.54","812",0,0,2
"21755","Open fracture of unspecified part of femur","821.10","821",0,0,14
"21756","Open fracture of unspecified part of fibula alone","823.91","823",0,0,3
"21757","Open fracture of unspecified part of fibula with tibia","823.92","823",0,0,85
"21758","Open fracture of unspecified part of forearm","813.90","813",0,0,17
"21759","Open fracture of unspecified part of humerus","812.30","812",0,0,8
"21760","Open fracture of unspecified part of lower end of humerus","812.50","812",0,0,16
"21761","Open fracture of unspecified part of neck of femur","820.9","820",0,0,7
"21762","Open fracture of unspecified part of radius (alone)","813.91","813",0,0,3
"21763","Open fracture of unspecified part of radius with ulna","813.93","813",0,0,5
"21764","Open fracture of unspecified part of tibia alone","823.90","823",0,0,41
"21765","Open fracture of unspecified part of ulna (alone)","813.92","813",0,0,2
"21766","Open fracture of unspecified part of upper end of humerus","812.10","812",0,0,6
"21767","Open fracture of unspecified vertebral column with spinal cord injury","806.9","806",0,0,5
"21768","Open fracture of unspecified vertebral column without mention of spinal cord injury","805.9","805",0,0,4
"21769","Open fracture of upper end of fibula alone","823.11","823",0,0,1
"21770","Open fracture of upper end of fibula with tibia","823.12","823",0,0,4
"21771","Open fracture of upper end of tibia alone","823.10","823",0,0,4
"21772","Open fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness","800.61","800",0,0,1
"21773","Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness","800.70","800",0,0,6
"21774","Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","800.75","800",0,0,2
"21775","Open fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness","800.50","800",0,0,1
"21776","Open fracture of vault of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness","800.52","800",0,0,1
"21777","Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, unspecified state of consciousness","804.90","804",0,0,1
"21778","Open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, unspecified state of consciousness","804.80","804",0,0,2
"21779","Open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness","804.82","804",0,0,2
"21780","Open Monteggia's fracture","813.13","813",0,0,9
"21781","Open supracondylar fracture of femur","821.33","821",0,0,1
"21782","Open supracondylar fracture of humerus","812.51","812",0,0,22
"21783","Open unspecified  fracture of pelvis","808.9","808",0,0,10
"21784","Open wound of abdominal wall, anterior, complicated","879.3","879",0,0,150
"21785","Open wound of abdominal wall, anterior, without mention of complication","879.2","879",0,0,598
"21786","Open wound of abdominal wall, lateral, complicated","879.5","879",0,0,40
"21787","Open wound of abdominal wall, lateral, without mention of complication","879.4","879",0,0,97
"21788","Open wound of auditory canal, complicated","872.12","872",0,0,5
"21789","Open wound of auditory canal, without mention of complication","872.02","872",0,0,54
"21790","Open wound of auricle, ear, complicated","872.11","872",0,0,36
"21791","Open wound of auricle, ear, without mention of complication","872.01","872",0,0,167
"21792","Open wound of axillary region, complicated","880.12","880",0,0,13
"21793","Open wound of axillary region, without mention of complication","880.02","880",0,0,42
"21794","Open wound of back, complicated","876.1","876",0,0,29
"21795","Open wound of back, without mention of complication","876.0","876",0,0,211
